P (kW);Date;Time Frame;(Ta)¡C;Tm (¡C);I3 (W/m2);I15 (W/m2);;
159,1443833;10/8/13 10:56 AM;10;22,80766667;26,77566667;173,4486667;174,4271667;;
95,55643333;10/8/13 11:56 AM;11;22,025;23,074;107,8596667;105,2645;;
161,8063333;10/8/13 12:56 PM;12;21,92333333;21,98383333;180,6398333;173,9708333;;
217,6113833;10/8/13 1:56 PM;13;22,848;25,7475;246,8513333;245,789;;
207,4586;10/8/13 2:56 PM;14;23,014;27,777;237,4868333;230,6411667;;
158,6075;10/8/13 3:56 PM;15;22,38416667;25,73216667;181,4863333;185,5666667;;
20,42093333;10/8/13 4:56 PM;16;20,86783333;21,12983333;25,42;27,24233333;;
0,093366667;10/8/13 5:56 PM;17;20,13733333;19,4055;0,1255;1,062833333;;
0;10/8/13 6:56 PM;18;20,15333333;19,23666667;0;0,58;;
0;10/8/13 7:56 PM;19;19,90466667;18,459;0;0,58;;
0;10/8/13 8:56 PM;20;19,72766667;18,29216667;0;0,58;;
0;10/8/13 9:46 PM;21;19,4428;18,0148;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/9/13 4:56 AM;4;15,844;12,19283333;0;1,16;;
0,090666667;10/9/13 5:56 AM;5;15,49333333;11,76783333;0,1445;1,283166667;;
26,07601667;10/9/13 6:56 AM;6;15,78283333;12,84683333;40,6125;47,13033333;;
205,3741833;10/9/13 7:56 AM;7;18,6005;20,5215;200,7181667;298,6986667;;
384,79065;10/9/13 8:56 AM;8;22,15583333;31,3905;423,6218333;568,3548333;;
532,6184667;10/9/13 9:56 AM;9;24,19283333;41,30683333;598,9213333;721,7191667;;
607,0887667;10/9/13 10:56 AM;10;25,268;46,572;699,9378333;804,2376667;;
632,96195;10/9/13 11:56 AM;11;25,91666667;47,22033333;741,1406667;840,511;;
609,3699833;10/9/13 12:56 PM;12;26,37383333;46,22316667;724,1903333;809,379;;
538,6024833;10/9/13 1:56 PM;13;26,86533333;44,99616667;639,2471667;696,4448333;;
371,09855;10/9/13 2:56 PM;14;26,59833333;38,843;436,0415;481,036;;
201,13345;10/9/13 3:56 PM;15;24,99016667;29,89483333;260,7938333;273,2663333;;
79,5761;10/9/13 4:56 PM;16;23,47816667;25,00966667;112,3055;120,44;;
4,558283333;10/9/13 5:56 PM;17;21,45133333;19,33583333;4,7955;7,419833333;;
0;10/9/13 6:56 PM;18;19,98766667;16,71183333;0;0,522166667;;
0;10/9/13 7:56 PM;19;18,998;16,0335;0;0,757666667;;
0;10/9/13 8:56 PM;20;18,25816667;14,59366667;0;0,5285;;
0;10/9/13 9:46 PM;21;17,5228;14,2864;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/10/13 4:56 AM;4;15,66383333;12,50466667;0;1,136326531;;
0,111766667;10/10/13 5:56 AM;5;15,401;11,38;0,2305;1,469833333;;
34,20223333;10/10/13 6:56 AM;6;15,94683333;12,8035;67,94966667;82,97583333;;
217,0693667;10/10/13 7:56 AM;7;19,27883333;20,57233333;227,9456667;330,4345;;
384,0556333;10/10/13 8:56 AM;8;22,12233333;30,30983333;439,5896667;551,1525;;
537,8655333;10/10/13 9:56 AM;9;24,0845;41,46066667;606,1636667;709,1298333;;
591,59035;10/10/13 10:56 AM;10;25,18183333;44,873;702,571;781,1155;;
619,1717;10/10/13 11:56 AM;11;25,8505;46,46966667;695,0466667;834,2958333;;
487,2466;10/10/13 12:56 PM;12;25,4025;40,685;589,391;661,6325;;
545,04645;10/10/13 1:56 PM;13;26,11716667;42,97433333;629,6968333;704,6343333;;
335,92525;10/10/13 2:56 PM;14;26,114;37,1165;392,4468333;429,4318333;;
192,6995952;10/10/13 3:36 PM;15;25,34225;30,7105;242,9059524;256,9347619;;
47,97853333;10/10/13 4:57 PM;16;23,35366667;23,44233333;62,546;66,46716667;;
1,293216667;10/10/13 5:57 PM;17;21,425;18,93383333;1,570666667;2,632833333;;
0;10/10/13 6:57 PM;18;20,68566667;18,22183333;0;0,58;;
0;10/10/13 7:57 PM;19;20,64516667;18,42616667;0;0,58;;
0;10/10/13 8:57 PM;20;20,626;18,42266667;0;0,473833333;;
0;10/10/13 9:57 PM;21;20,79416667;18,571;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/11/13 4:57 AM;4;20,299;18,461;0;1,425208333;;
0,020916667;10/11/13 5:57 AM;5;20,88033333;19,67466667;0,029;1,383333333;;
14,03275;10/11/13 6:57 AM;6;20,50333333;18,82033333;25,332;29,96583333;;
146,25905;10/11/13 7:57 AM;7;22,51333333;23,36566667;170,939;188,4641667;;
272,9287;10/11/13 8:57 AM;8;24,44216667;31,75966667;324,5231667;428,4998333;;
417,8788333;10/11/13 9:57 AM;9;25,98666667;39,11666667;501,6171667;578,9875;;
515,8994833;10/11/13 10:57 AM;10;27,49183333;45,2335;608,8541667;704,926;;
602,8386;10/11/13 11:57 AM;11;28,84666667;49,65183333;705,8561667;773,9306667;;
477,9041833;10/11/13 12:57 PM;12;29,06783333;45,092;556,9558333;627,3806667;;
459,9455854;10/11/13 1:57 PM;13;29,11875;42,3;545,3114634;586,2034146;;
248,92035;10/11/13 2:57 PM;14;27,98766667;35,19933333;288,5443333;311,5391667;;
97,31381667;10/11/13 3:57 PM;15;26,44366667;28,43866667;115,5655;117,6423333;;
28,00503333;10/11/13 4:57 PM;16;24,63883333;24,265;36,71383333;38,62033333;;
0,729883333;10/11/13 5:57 PM;17;23,3155;21,701;0,759333333;1,763666667;;
0;10/11/13 6:57 PM;18;22,68116667;20,60733333;0;0,638;;
0;10/11/13 7:57 PM;19;22,23033333;20,0495;0;0,9795;;
0;10/11/13 8:57 PM;20;22,09433333;19,99466667;0;1,131;;
0;10/11/13 9:47 PM;21;21,8526;19,7474;0;0,601481481;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/12/13 4:57 AM;4;18,808;15,895;0;0;;
0,041316667;10/12/13 5:57 AM;5;18,54516667;15,43333333;0,029;0,241333333;;
32,40786667;10/12/13 6:57 AM;6;19,349;17,0665;47,7185;78,1625;;
166,7926;10/12/13 7:57 AM;7;22,33933333;22,36116667;211,2851667;263,0883333;;
349,8078;10/12/13 8:57 AM;8;24,54183333;28,58183333;397,577;498,4458333;;
482,95965;10/12/13 9:57 AM;9;26,228;37,95783333;548,2455;644,3766667;;
368,0121333;10/12/13 10:57 AM;10;27,08466667;37,34866667;433,4346667;484,9038333;;
588,3322667;10/12/13 11:57 AM;11;28,2605;45,222;701,7263333;758,9241667;;
392,0098;10/12/13 12:57 PM;12;27,83666667;39,38166667;464,2838333;519,1855;;
246,2094333;10/12/13 1:57 PM;13;27,8765;34,13516667;321,864;318,6068333;;
228,6681;10/12/13 2:57 PM;14;27,53383333;34,516;263,1761667;274,2951667;;
104,6425;10/12/13 3:57 PM;15;26,13066667;28,78566667;139,3753333;137,846;;
15,41975;10/12/13 4:57 PM;16;24,58333333;24,20783333;21,05;23,20816667;;
0,95205;10/12/13 5:57 PM;17;23,56533333;22,126;1,318833333;2,343666667;;
0;10/12/13 6:57 PM;18;22,927;21,25283333;0;1,399166667;;
0;10/12/13 7:57 PM;19;22,3775;20,5775;0;1,16;;
0;10/12/13 8:57 PM;20;22,35616667;20,9325;0;1,16;;
0;10/12/13 9:47 PM;21;22,3706;20,8006;0;1,155555556;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/13/13 4:57 AM;4;21,42866667;20,09966667;0;0;;
0,005755102;10/13/13 5:57 AM;5;21,74516667;20,4115;0;0,121632653;;
20,3175625;10/13/13 6:58 AM;6;22,32966667;21,04466667;32,1075;31,4740625;;
78,50703333;10/13/13 7:58 AM;7;23,10383333;23,04466667;99,429;100,665;;
150,5014833;10/13/13 8:58 AM;8;24,45216667;26,78783333;191,2123333;199,9776667;;
340,5803833;10/13/13 9:58 AM;9;26,38733333;36,161;381,8953333;436,362;;
314,38505;10/13/13 10:58 AM;10;27,495;38,9205;358,3538333;440,1301667;;
356,5457333;10/13/13 11:58 AM;11;28,36933333;41,80166667;417,3438333;483,8923333;;
529,3770833;10/13/13 12:58 PM;12;29,41233333;49,73616667;650,3398333;644,9415;;
359,4267167;10/13/13 1:58 PM;13;29,02066667;42,89983333;437,3011667;479,744;;
308,5193;10/13/13 2:58 PM;14;28,69383333;38,99683333;372,0876667;407,6633333;;
180,8897667;10/13/13 3:58 PM;15;27,4255;32,2605;225,334;240,9246667;;
47,7565;10/13/13 4:58 PM;16;25,77366667;25,6945;63,3835;70,63066667;;
0,830666667;10/13/13 5:58 PM;17;24,15233333;22,0575;0,656166667;1,099833333;;
0;10/13/13 6:58 PM;18;23,26266667;20,9905;0;0,385833333;;
0;10/13/13 7:58 PM;19;22,398;20,35633333;0;1,2915;;
0;10/13/13 8:58 PM;20;22,24166667;20,62233333;0;1,74;;
0;10/13/13 9:58 PM;21;22,3145;21,23383333;0;1,74;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/14/13 4:58 AM;4;21,56883333;20,3535;0;1,16;;
0,06455;10/14/13 5:58 AM;5;21,09383333;19,8225;0;1,237333333;;
8,94045;10/14/13 6:58 AM;6;21,12166667;19,8635;15,13366667;15,88233333;;
85,28433333;10/14/13 7:58 AM;7;22,1545;22,71566667;105,5833333;112,2675;;
142,55365;10/14/13 8:58 AM;8;23,36183333;25,62533333;177,1261667;186,3131667;;
346,98935;10/14/13 9:58 AM;9;24,7885;30,76983333;407,679;402,0146667;;
377,7102667;10/14/13 10:58 AM;10;25,15283333;31,43883333;445,6956667;488,8598333;;
395,9620667;10/14/13 11:58 AM;11;25,37166667;32,32716667;463,114;537,9071667;;
426,2896667;10/14/13 12:58 PM;12;25,69233333;33,83166667;525,5911667;607,0831667;;
269,4564167;10/14/13 1:58 PM;13;25,22666667;30,27116667;323,0633333;350,6461667;;
299,8253;10/14/13 2:58 PM;14;25,44333333;31,2275;359,9656667;391,1088333;;
142,86945;10/14/13 3:58 PM;15;24,27183333;26,78233333;177,9928333;175,4978333;;
42,2379;10/14/13 4:58 PM;16;22,7545;21,83266667;58,50733333;66,3455;;
0,7393;10/14/13 5:58 PM;17;21,247;19,0065;0,6155;1,255666667;;
0;10/14/13 6:58 PM;18;20,68683333;18,54033333;0;0,237333333;;
0;10/14/13 7:58 PM;19;20,77733333;18,49866667;0;0,58;;
0;10/14/13 8:58 PM;20;20,88233333;18,481;0;0,445;;
0;10/14/13 9:58 PM;21;20,30966667;17,98516667;0;0,000333333;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/15/13 4:58 AM;4;19,18516667;16,0675;0;0,58;;
0,252716667;10/15/13 5:58 AM;5;19,51883333;17,54916667;0,590166667;1,288833333;;
14,25261667;10/15/13 6:58 AM;6;19,69233333;17,63933333;24,48316667;27,09466667;;
116,0944667;10/15/13 7:58 AM;7;21,68;21,36733333;141,1336667;152,0063333;;
158,53325;10/15/13 8:58 AM;8;23,28733333;25,6605;212,8376667;212,5131667;;
358,0877833;10/15/13 9:58 AM;9;25,41466667;37,034;415,7036667;434,6168333;;
329,2334167;10/15/13 10:58 AM;10;26,10366667;37,60866667;378,5696667;403,9366667;;
378,9381167;10/15/13 11:58 AM;11;26,88533333;38,91766667;434,0066667;463,7298333;;
295,1408;10/15/13 12:58 PM;12;26,48483333;34,96083333;344,6165;351,554;;
318,1044667;10/15/13 1:58 PM;13;26,521;35,58316667;365,8341667;378,8421667;;
231,5477667;10/15/13 2:58 PM;14;25,776;31,84516667;276,243;287,5125;;
134,7436333;10/15/13 3:58 PM;15;24,78416667;28,2375;160,7846667;175,3621667;;
23,79351667;10/15/13 4:58 PM;16;23,0775;22,61683333;30,18183333;32,38;;
0,1775;10/15/13 5:58 PM;17;21,9845;20,00366667;0,048333333;0,213;;
0;10/15/13 6:58 PM;18;21,6805;19,35933333;0;0;;
0;10/15/13 7:58 PM;19;21,1835;18,53;0;0;;
0;10/15/13 8:58 PM;20;20,52383333;17,6695;0;0;;
0;10/15/13 9:48 PM;21;20,3462;17,9414;0;0;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/16/13 4:58 AM;4;18,962;15,43983333;0;0,58;;
0,016816667;10/16/13 5:58 AM;5;17,98583333;13,65883333;0;0,3775;;
22,38051667;10/16/13 6:58 AM;6;17,38666667;13,53266667;40,63566667;62,10733333;;
182,82895;10/16/13 7:58 AM;7;20,17866667;20,38683333;217,8098333;293,243;;
348,2025833;10/16/13 8:58 AM;8;22,31866667;28,75366667;408,7911667;500,791;;
494,4900333;10/16/13 9:58 AM;9;24,00283333;39,08116667;559,7228333;650,1263333;;
582,0227667;10/16/13 10:58 AM;10;25,3175;43,3975;679,2506667;778,822;;
478,4765833;10/16/13 11:58 AM;11;25,98233333;41,77783333;557,7438333;630,784;;
417,5164667;10/16/13 12:58 PM;12;26,22833333;39,01216667;467,8321667;503,6;;
45,48675;10/16/13 1:58 PM;13;22,3815;22,47733333;49,315;52,02433333;;
24,55546667;10/16/13 2:58 PM;14;19,36016667;18,291;34,04866667;33,86633333;;
52,12836667;10/16/13 3:58 PM;15;19,3635;18,97233333;64,53783333;65,7725;;
8,34565;10/16/13 4:58 PM;16;17,52766667;16,30083333;13,35783333;13,299;;
0,350816667;10/16/13 5:58 PM;17;16,35166667;14,32116667;0,421666667;1,477333333;;
0;10/16/13 6:58 PM;18;16,1795;13,4065;0;0,980833333;;
0;10/16/13 7:58 PM;19;16,38683333;13,53216667;0;0,58;;
0;10/16/13 8:58 PM;20;16,27816667;14,23033333;0;0,58;;
0;10/16/13 9:58 PM;21;16,51983333;14,02316667;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/17/13 4:58 AM;4;15,02583333;12,2065;0;1,16;;
0,040066667;10/17/13 5:58 AM;5;14,98016667;12,08916667;0;1,179333333;;
25,95871667;10/17/13 6:58 AM;6;14,04866667;10,691;41,18033333;71,00633333;;
201,50405;10/17/13 7:58 AM;7;17,00716667;17,9105;241,9858333;325,473;;
379,12465;10/17/13 8:58 AM;8;18,299;22,56383333;435,8218333;544,9973333;;
538,4001833;10/17/13 9:58 AM;9;18,94616667;24,47216667;593,0835;712,8521667;;
614,2896667;10/17/13 10:58 AM;10;19,518;25,90283333;697,3746667;822,3323333;;
633,7343833;10/17/13 11:58 AM;11;20,01666667;27,06916667;713,7741667;838,078;;
606,5850833;10/17/13 12:58 PM;12;20,3125;27,21333333;702,1776667;799,3856667;;
536,6119167;10/17/13 1:58 PM;13;20,5335;26,08033333;607,6375;685,7441667;;
396,1352;10/17/13 2:58 PM;14;20,18883333;23,40433333;458,8615;517,527;;
200,6528;10/17/13 3:58 PM;15;19,3;20,73283333;270,3406667;301,1118333;;
39,4008;10/17/13 4:58 PM;16;18,26783333;17,19966667;48,38583333;83,80816667;;
1,358066667;10/17/13 5:58 PM;17;17,44816667;15,5215;0,428333333;1,9695;;
0;10/17/13 6:58 PM;18;17,08866667;15,129;0;1,022;;
0;10/17/13 7:58 PM;19;16,9915;14,73566667;0;1,136333333;;
0;10/17/13 8:58 PM;20;16,9245;14,11533333;0;1,154;;
0;10/17/13 9:48 PM;21;16,88;14,4198;0;1,137636364;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/18/13 4:58 AM;4;15,16616667;12,05666667;0;1,159347826;;
0,0439;10/18/13 5:58 AM;5;14,6785;11,00333333;0;1,140666667;;
25,00858333;10/18/13 6:58 AM;6;14,76616667;10,89066667;37,5495;78,891;;
196,69605;10/18/13 7:58 AM;7;17,2525;16,44233333;242,0235;326,4483333;;
372,36705;10/18/13 8:58 AM;8;19,48133333;25,46616667;422,9563333;533,42;;
514,8353;10/18/13 9:58 AM;9;20,93116667;28,03866667;575,2711667;693,8135;;
608,2896833;10/18/13 10:58 AM;10;21,51033333;31,07733333;686,5668333;804,946;;
641,9578;10/18/13 11:58 AM;11;21,99416667;31,9595;737,7661667;850,4545;;
609,4478833;10/18/13 12:58 PM;12;22,05633333;32,63216667;707,0628333;805,0671667;;
525,6975;10/18/13 1:58 PM;13;22,39666667;32,0715;610,8755;690,061;;
384,2863167;10/18/13 2:58 PM;14;22,33883333;28,24916667;460,7865;519,2185;;
193,8181833;10/18/13 3:58 PM;15;21,38616667;23,72016667;268,2365;300,9271667;;
31,89908333;10/18/13 4:58 PM;16;19,45083333;17,215;35,22966667;73,55466667;;
0,212333333;10/18/13 5:58 PM;17;16,95016667;12,10266667;0;1,816666667;;
0;10/18/13 6:58 PM;18;15,20666667;9,073333333;0;1,476833333;;
0;10/18/13 7:58 PM;19;13,67616667;7,942;0;0,647833333;;
0;10/18/13 8:58 PM;20;12,70316667;6,490166667;0;0,611666667;;
0;10/18/13 9:48 PM;21;12,2658;6,6184;0;0,58;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/19/13 4:58 AM;4;9,968666667;5,221333333;0;1,159782609;;
0;10/19/13 5:58 AM;5;9,548166667;4,329333333;0;0,946166667;;
25,10755;10/19/13 6:58 AM;6;10,50916667;6,191166667;38,91383333;58,38616667;;
177,02965;10/19/13 7:58 AM;7;13,24266667;12,95083333;187,4675;263,2381667;;
332,8056333;10/19/13 8:58 AM;8;18,47416667;24,295;363,7515;487,2298333;;
498,0440333;10/19/13 9:58 AM;9;21,07266667;30,91116667;550,7681667;668,2305;;
517,75;10/19/13 10:58 AM;10;21,3;32,306;572,25;686,79;;
517,75;10/19/13 11:58 AM;11;21,3;32,306;572,25;686,79;;
517,75;10/19/13 12:58 PM;12;21,3;32,306;572,25;686,79;;
517,75;10/19/13 1:58 PM;13;21,3;32,306;572,25;686,79;;
517,75;10/19/13 2:58 PM;14;21,3;32,306;572,25;686,79;;
517,75;10/19/13 3:58 PM;15;21,3;32,306;572,25;686,79;;
517,75;10/19/13 4:58 PM;16;21,3;32,306;572,25;686,79;;
517,75;10/19/13 5:58 PM;17;21,3;32,306;572,25;686,79;;
517,75;10/19/13 6:58 PM;18;21,3;32,306;572,25;686,79;;
517,75;10/19/13 7:58 PM;19;21,3;32,306;572,25;686,79;;
517,75;10/19/13 8:58 PM;20;21,3;32,306;572,25;686,79;;
517,75;10/19/13 9:48 PM;21;21,3;32,306;572,25;686,79;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
517,75;10/20/13 4:58 AM;4;21,3;32,306;572,25;686,79;;
517,75;10/20/13 5:58 AM;5;21,3;32,306;572,25;686,79;;
517,75;10/20/13 6:58 AM;6;21,3;32,306;572,25;686,79;;
517,75;10/20/13 7:58 AM;7;21,3;32,306;572,25;686,79;;
517,75;10/20/13 8:58 AM;8;21,3;32,306;572,25;686,79;;
522,7769;10/20/13 9:58 AM;9;22,1275;36,829;582,3758333;698,6806667;;
585,6767;10/20/13 10:58 AM;10;23,5465;41,055;664,3645;780,4401667;;
606,8582;10/20/13 11:58 AM;11;24,9805;43,65066667;699,3895;805,0478333;;
572,5948667;10/20/13 12:58 PM;12;25,6675;43,46933333;664,4008333;753,8265;;
395,5751;10/20/13 1:58 PM;13;25,802;38,49416667;472,6296667;502,0948333;;
350,3764333;10/20/13 2:58 PM;14;25,66633333;35,2435;436,5066667;465,8225;;
181,7035833;10/20/13 3:58 PM;15;23,88583333;28,16666667;248,3871667;274,2533333;;
30,5473;10/20/13 4:58 PM;16;21,77033333;19,90016667;38,392;63,968;;
0,341066667;10/20/13 5:58 PM;17;19,7035;15,8345;0,077333333;1,174333333;;
0;10/20/13 6:58 PM;18;18,47683333;14,439;0;0,932666667;;
0;10/20/13 7:58 PM;19;17,66533333;14,13033333;0;0,58;;
0;10/20/13 8:58 PM;20;17,057;13,71666667;0;0,382333333;;
0;10/20/13 9:58 PM;21;16,60116667;12,76866667;0;0,693833333;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/21/13 4:58 AM;4;15,597;12,58683333;0;0,64673913;;
0,017416667;10/21/13 5:58 AM;5;15,243;11,8155;0;0,776833333;;
20,80413333;10/21/13 6:58 AM;6;15,57433333;11,80616667;29,51366667;52,8655;;
174,8879333;10/21/13 7:58 AM;7;18,65733333;18,96;196,4246667;283,7336667;;
290,8524833;10/21/13 8:58 AM;8;21,86783333;28,87716667;355,5801667;398,0881667;;
396,5382333;10/21/13 9:58 AM;9;23,4585;31,13466667;466,4253333;465,0945;;
345,3472667;10/21/13 10:58 AM;10;23,88916667;34,6425;388,8503333;471,2855;;
588,2441167;10/21/13 11:58 AM;11;25,06766667;44,40166667;690,2231667;796,8796667;;
553,6097059;10/21/13 12:58 PM;12;25,36016667;43,18066667;607,2021569;722,4754902;;
473,336;10/21/13 1:58 PM;13;25,56533333;40,88333333;561,7928205;627,1423077;;
344,6404333;10/21/13 2:58 PM;14;25,41366667;36,47016667;416,2073333;467,393;;
191,1874359;10/21/13 3:28 PM;15;24,48066667;30,98066667;257,2005128;288,6682051;;
28,67291667;10/21/13 4:53 PM;16;22,12766667;21,0855;32,05533333;61,32916667;;
0,097333333;10/21/13 5:53 PM;17;19,62216667;16,11416667;0;0,671166667;;
0;10/21/13 6:53 PM;18;18,30483333;14,28133333;0;0,655666667;;
0;10/21/13 7:53 PM;19;17,26666667;12,6825;0;0,664;;
0;10/21/13 8:53 PM;20;16,59666667;12,07166667;0;1,098666667;;
0;10/21/13 9:53 PM;21;16,10333333;11,86233333;0;1,16;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/22/13 4:53 AM;4;16,644;15,531;0;0,58;;
0;10/22/13 5:53 AM;5;17,042;15,55533333;0;0,628333333;;
11,52806667;10/22/13 6:53 AM;6;17,59783333;16,52833333;19,2275;20,72583333;;
105,6871167;10/22/13 7:53 AM;7;18,7845;18,5285;130,4928333;149,0876667;;
244,8879833;10/22/13 8:53 AM;8;20,33633333;23,569;291,8253333;303,148;;
235,4368833;10/22/13 9:53 AM;9;22,343;29,54033333;281,4108333;284,42;;
371,1389167;10/22/13 10:53 AM;10;23,57783333;32,6015;414,366;511,6148333;;
509,2865833;10/22/13 11:53 AM;11;24,20833333;37,271;602,1813333;735,7315;;
534,2188;10/22/13 12:53 PM;12;24,8955;40,246;627,5503333;723,3583333;;
464,1820333;10/22/13 1:53 PM;13;24,9545;35,69666667;538,3888333;622,8125;;
329,4498833;10/22/13 2:53 PM;14;24,17916667;30,49483333;396,2461667;449,8231667;;
150,8596167;10/22/13 3:53 PM;15;22,62033333;24,88816667;209,6281667;236,0831667;;
25,99018333;10/22/13 4:53 PM;16;20,75016667;19,23233333;28,95366667;57,30333333;;
0,17515;10/22/13 5:53 PM;17;18,8685;15,724;0;0,098333333;;
0;10/22/13 6:53 PM;18;17,75716667;13,6975;0;0,386666667;;
0;10/22/13 7:53 PM;19;16,58016667;11,84633333;0;0,935666667;;
0;10/22/13 8:53 PM;20;15,9665;11,16966667;0;1,002666667;;
0;10/22/13 9:43 PM;21;15,1998;10,98;0;0,7192;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/23/13 4:53 AM;4;13,21566667;9,9305;0;0,58;;
0,001166667;10/23/13 5:53 AM;5;13,58566667;11,2745;0;0,58;;
12,64673333;10/23/13 6:53 AM;6;13,88983333;11,4605;19,9705;22,85416667;;
106,6566;10/23/13 7:53 AM;7;15,24183333;15,36466667;121,8171667;140,1035;;
269,1594833;10/23/13 8:53 AM;8;17,68366667;22,166;274,8053333;372,0721667;;
473,2137667;10/23/13 9:53 AM;9;20,61966667;33,58616667;530,1193333;638,0488333;;
538,4879167;10/23/13 10:53 AM;10;22,723;41,07983333;616,6935;729,672;;
558,09885;10/23/13 11:53 AM;11;24,34066667;46,11783333;648,109;748,5548333;;
529,5597;10/23/13 12:53 PM;12;25,581;47,27533333;619,855;708,543;;
455,769;10/23/13 1:53 PM;13;26,24333333;44,25116667;536,243;613,4185;;
314,6936333;10/23/13 2:53 PM;14;26,5145;39,27816667;383,399;435,8753333;;
155,45475;10/23/13 3:53 PM;15;24,73316667;29,6575;215,2695;243,7535;;
25,22516667;10/23/13 4:53 PM;16;22,21316667;20,9945;26,28966667;53,3705;;
0,087983333;10/23/13 5:53 PM;17;19,75783333;16,50816667;0;1,250666667;;
0;10/23/13 6:53 PM;18;18,41316667;14,82916667;0;0,889166667;;
0;10/23/13 7:53 PM;19;17,59666667;14,07033333;0;0,943833333;;
0;10/23/13 8:53 PM;20;16,692;12,54133333;0;0,212666667;;
0;10/23/13 9:53 PM;21;15,9695;12,0065;0;0,319;;
0;0;22;0;0;0;0;;
0;0;23;0;0;0;0;;
0;0;24;0;0;0;0;;
0;0;1;0;0;0;0;;
0;0;2;0;0;0;0;;
0;0;3;0;0;0;0;;
0;10/24/13 4:53 AM;4;12,95583333;7,8945;0;0,58;;
0;10/24/13 5:53 AM;5;12,733;7,227;0;0,773333333;;
15,0357;10/24/13 6:53 AM;6;12,7035;7,7815;20,97583333;40,72566667;;
160,7402667;10/24/13 7:53 AM;7;15,96433333;14,90266667;200,902;271,5661667;;
338,3448833;10/24/13 8:53 AM;8;20,106;27,58316667;386,0036667;496,4298333;;
465,7872667;10/24/13 9:53 AM;9;22,55016667;32,933;541,4116667;580,023;;
379,5362667;10/24/13 10:53 AM;10;23,67566667;36,0515;461,4611667;612,3273333;;
516,65655;10/24/13 11:53 AM;11;24,70333333;43,67666667;626,2975;762,2238333;;
489,7037;10/24/13 12:53 PM;12;25,31833333;43,00616667;566,8201667;636,0015;;
430,4756167;10/24/13 1:53 PM;13;25,27533333;39,691;527,9153333;580,8233333;;
337,9934667;10/24/13 2:53 PM;14;24,85933333;34,51616667;409,2476667;464,792;;
158,6425833;10/24/13 3:53 PM;15;23,76383333;28,49733333;223,2861667;254,3231667;;
24,50635;10/24/13 4:53 PM;16;21,61016667;19,74516667;21,79883333;59,44416667;;
